A0A084A0S4_9GAMM	[Serratia	sp.	DD3]	Uncharacterized	protein	{ECO:0000313|EMBL:KEY58903.1}	(86	residues)																					
A0A084A1X4_9GAMM	[Serratia	sp.	DD3]	Uncharacterized	protein	{ECO:0000313|EMBL:KEY59303.1}	(89	residues)																					
A0A084ZTS7_9ENTR	[Trabulsiella	guamensis	ATCC	49490]	Uropathogenic	specific	protein	{ECO:0000313|EMBL:KFC00872.1}	(94	residues)																			
A0A085G231_9GAMM	[Ewingella	americana	ATCC	33852]	Uncharacterized	protein	{ECO:0000313|EMBL:KFC77776.1}	(89	residues)																				
A0A085GHY7_9ENTR	[Buttiauxella	agrestis	ATCC	33320]	Uncharacterized	protein	{ECO:0000313|EMBL:KFC83332.1}	(94	residues)																				
A0A085GIL2_9GAMM	[Ewingella	americana	ATCC	33852]	Rhs	family	protein	{ECO:0000313|EMBL:KFC83557.1}	(86	residues)																			
A0A085JAH0_9GAMM	[Tatumella	ptyseos	ATCC	33301]	Uncharacterized	protein	{ECO:0000313|EMBL:KFD17466.1}	(87	residues)																				
A0A085JHQ7_9GAMM	[Tatumella	ptyseos	ATCC	33301]	Uncharacterized	protein	{ECO:0000313|EMBL:KFD20003.1}	(98	residues)																				
A0A085V9F7_PSESX	[Pseudomonas	syringae]	Uncharacterized	protein	{ECO:0000313|EMBL:KFE52070.1}	(87	residues)																						
A0A085VKR9_PSESX	[Pseudomonas	syringae]	Uncharacterized	protein	{ECO:0000313|EMBL:KFE56032.1}	(120	residues)																						
A0A086D8I0_9GAMM	[Gammaproteobacteria	bacterium	MFB021]	Membrane	protein	{ECO:0000313|EMBL:KFF50744.1}	(89	residues)																					
A0A086W658_9BURK	[Massilia	sp.	BSC265]	Uncharacterized	protein	{ECO:0000313|EMBL:KFI05258.1}	(87	residues)																					
A0A086W7T3_9BURK	[Massilia	sp.	BSC265]	Uncharacterized	protein	{ECO:0000313|EMBL:KFI05833.1}	(85	residues)																					
A0A086WAW5_9BURK	[Massilia	sp.	BSC265]	Uncharacterized	protein	{ECO:0000313|EMBL:KFI06915.1}	(137	residues)																					
A0A086WDC5_9BURK	[Massilia	sp.	BSC265]	Uncharacterized	protein	{ECO:0000313|EMBL:KFI07775.1}	(102	residues)																					
A0A089WX89_9PSED	[Pseudomonas	cremoricolorata]	PAAR	repeat-containing	protein	{ECO:0000313|EMBL:AIR91227.1}	(87	residues)																					
A0A089X6Z1_STRGA	[Streptomyces	glaucescens]	Uncharacterized	protein	{ECO:0000313|EMBL:AIR98923.1}	(102	residues)																						
A0A090AK44_9GAMM	[Thioploca	ingrica]	Membrane	protein	{ECO:0000313|EMBL:BAP57899.1}	(94	residues)																						
A0A090I2I3_9FIRM	[Peptoniphilus	sp.	ING2-D1G]	Uncharacterized	protein	{ECO:0000313|EMBL:CDZ74875.1}	(95	residues)																					
A0A090IFP1_9GAMM	[Moritella	viscosa]	Putative	type	VI	secretion	protein	"VasV-1,"	PAAR	domain	protein	{ECO:0000313|EMBL:CED60951.1}	(98	residues)															
A0A090RL03_9VIBR	[Vibrio	sp.	C7]	Uncharacterized	protein	{ECO:0000313|EMBL:GAL15248.1}	(99	residues)																					
A0A090SP88_9VIBR	[Vibrio	variabilis]	Uncharacterized	protein	{ECO:0000313|EMBL:GAL28693.1}	(99	residues)																						
A0A090T3A5_9VIBR	[Vibrio	maritimus]	Uncharacterized	protein	{ECO:0000313|EMBL:GAL33663.1}	(55	residues)																						
A0A090T4S1_9VIBR	[Vibrio	maritimus]	Uncharacterized	protein	{ECO:0000313|EMBL:GAL33769.1}	(38	residues)																						
A0A090U535_9VIBR	[Vibrio	maritimus]	Uncharacterized	protein	{ECO:0000313|EMBL:GAL37967.1}	(593	residues)																						
A0A090UZT3_ESCVU	[Pseudescherichia	vulneris	NBRC	102420]	Uncharacterized	protein	{ECO:0000313|EMBL:GAL56504.1}	(356	residues)																				
A0A090V2E8_ESCVU	[Pseudescherichia	vulneris	NBRC	102420]	Uncharacterized	protein	{ECO:0000313|EMBL:GAL57444.1}	(465	residues)																				
A0A090V433_ESCVU	[Pseudescherichia	vulneris	NBRC	102420]	Uncharacterized	protein	{ECO:0000313|EMBL:GAL59670.1}	(86	residues)																				
A0A090VSS0_ESCVU	[Pseudescherichia	vulneris	NBRC	102420]	Uncharacterized	protein	{ECO:0000313|EMBL:GAL58207.1}	(88	residues)																				
A0A095TDY8_9GAMM	[Tatumella	morbirosei]	PAAR	motif	protein	{ECO:0000313|EMBL:KGD75106.1}	(87	residues)																					
A0A097R178_HAFAL	[Hafnia	alvei	FB1]	Uncharacterized	protein	{ECO:0000313|EMBL:AIU72476.1}	(84	residues)																					
A0A098LJS1_9BACT	[Sporocytophaga	myxococcoides]	Type	VI	secretion	system	protein	EvpJ	{ECO:0000313|EMBL:GAL86328.1}	(85	residues)																		
A0A098SY49_9PSED	[Pseudomonas	lutea]	PAAR	repeat-containing	protein	{ECO:0000313|EMBL:KGF65200.1}	(87	residues)																					
A0A098SZ04_9PSED	[Pseudomonas	lutea]	Uncharacterized	protein	{ECO:0000313|EMBL:KGF63928.1}	(126	residues)																						
A0A098T3A6_9PSED	[Pseudomonas	lutea]	Uncharacterized	protein	{ECO:0000313|EMBL:KGF65413.1}	(87	residues)																						
A0A098U2I4_9BURK	[Massilia	sp.	JS1662]	Uncharacterized	protein	{ECO:0000313|EMBL:KGF78754.1}	(88	residues)																					
A0A098U423_9BURK	[Massilia	sp.	JS1662]	Uncharacterized	protein	{ECO:0000313|EMBL:KGF78992.1}	(134	residues)																					
A0A098UFJ5_9BURK	[Massilia	sp.	JS1662]	Uncharacterized	protein	{ECO:0000313|EMBL:KGF83231.1}	(87	residues)																					
A0A099ETH0_9RHOB	[Paracoccus	halophilus]	Zn-binding	Pro-Ala-Ala-Arg	(PAAR)	domain-containing	"protein,"	incolved	in	TypeVI	secretion	{ECO:0000313|EMBL:SFA62817.1}	(93	residues)															
A0A0A0DN08_9BURK	[Aquabacterium	sp.	NJ1]	Uncharacterized	protein	{ECO:0000313|EMBL:KGM39639.1}	(88	residues)																					
A0A0A0DTU1_9BURK	[Aquabacterium	sp.	NJ1]	PaaR	repeat-containing	protein	{ECO:0000313|EMBL:KGM40462.1}	(91	residues)																				
A0A0A0ERS1_9GAMM	[Lysobacter	arseniciresistens	ZS79]	Uncharacterized	protein	{ECO:0000313|EMBL:KGM53204.1}	(86	residues)																					
A0A0A0M999_9GAMM	[Lysobacter	defluvii	IMMIB	APB-9	=	DSM	18482]	PAAR	motif	family	protein	{ECO:0000313|EMBL:KGO99618.1}	(84	residues)															
A0A0A0YQX9_9CAUD	[Citrobacter	phage	Moon]	Uncharacterized	protein	{ECO:0000313|EMBL:AIX12142.1}	(97	residues)																					
A0A0A1YHJ9_9PSED	[Pseudomonas	taeanensis	MS-3]	Uncharacterized	protein	{ECO:0000313|EMBL:KFX68556.1}	(523	residues)																					
A0A0A2EF05_9PORP	[Porphyromonadaceae	bacterium	COT-184	OH4590]	PaaR	repeat-containing	protein	{ECO:0000313|EMBL:KGN77421.1}	(95	residues)																			
A0A0A2M2Z5_9FLAO	[Flavobacterium	beibuense	F44-8]	Type	VI	secretion	protein	{ECO:0000313|EMBL:KGO82670.1}	(96	residues)																			
A0A0A2X2A3_9GAMM	[Lysobacter	dokdonensis	DS-58]	PAAR	repeat-containing	protein	{ECO:0000313|EMBL:KGQ19374.1}	(129	residues)																				
A0A0A6P559_9GAMM	[Candidatus	Thiomargarita	nelsonii]	PAAR	motif	protein	{ECO:0000313|EMBL:KHD05582.1}	(159	residues)																				
A0A0A6Q2A0_9BURK	[Paraburkholderia	sacchari]	PAAR	motif	family	protein	{ECO:0000313|EMBL:KHD17335.1}	(88	residues)																				
A0A0A6SP38_9BURK	[Paraburkholderia	sacchari]	PAAR	motif	family	protein	{ECO:0000313|EMBL:KHD17336.1}	(86	residues)																				
A0A0A6SQI2_9BURK	[Paraburkholderia	sacchari]	Uncharacterized	protein	{ECO:0000313|EMBL:KHD17796.1}	(95	residues)																						
A0A0A6US35_ACTUT	[Actinoplanes	utahensis]	Uncharacterized	protein	{ECO:0000313|EMBL:KHD78945.1}	(116	residues)																						
A0A0A6VPU8_9MICC	[Kocuria	polaris]	PAAR	motif-containing	protein	{ECO:0000313|EMBL:KHD96666.1}	(98	residues)																					
A0A0A7EEN7_9GAMM	[Pseudoalteromonas	piratica]	Type	VI	secretion	protein	{ECO:0000313|EMBL:AIY65064.1}	(97	residues)																				
A0A0A7HC67_9CAUD	[Escherichia	phage	vB_EcoM_VR20]	Uncharacterized	protein	{ECO:0000313|EMBL:AIZ02223.1}	(97	residues)																					
A0A0A7S222_FRIPE	[Frischella	perrara]	Uncharacterized	protein	{ECO:0000313|EMBL:AJA45605.1}	(98	residues)																						
A0A0A7S295_FRIPE	[Frischella	perrara]	Uncharacterized	protein	{ECO:0000313|EMBL:AJA44922.1}	(196	residues)																						
A0A0A7S3V1_FRIPE	[Frischella	perrara]	PAAR	domain-containing	protein	{ECO:0000313|EMBL:PXY94439.1}	(87	residues)																					
A0A0A7S6S8_FRIPE	[Frischella	perrara]	Uncharacterized	protein	{ECO:0000313|EMBL:AJA44926.1}	(66	residues)																						
A0A0A7S8U5_FRIPE	[Frischella	perrara]	PAAR	domain-containing	protein	{ECO:0000313|EMBL:PXY94684.1}	(87	residues)																					
A0A0A8ILB2_9CAUD	[Aurantimonas	phage	AmM-1]	PAAR	repeat-containing	protein	{ECO:0000313|EMBL:BAP94469.1}	(86	residues)																				
A0A0B4F953_9RHOB	[Leisingera	sp.	ANG1]	Uncharacterized	protein	{ECO:0000313|EMBL:KID07655.1}	(100	residues)																					
A0A0B4WZ52_9RHIZ	[Rhizobium	gallicum	bv.	gallicum	R602]	PAAR	motif-containing	protein	{ECO:0000313|EMBL:AJD39835.1}	(121	residues)																		
A0A0B4XGR3_9RHIZ	[Rhizobium	gallicum	bv.	gallicum	R602]	PAAR	repeat-containing	protein	{ECO:0000313|EMBL:AJD45622.1}	(100	residues)																		
A0A0B5DRA3_9ACTN	[Streptomyces	nodosus]	PaaR	repeat-containing	protein	{ECO:0000313|EMBL:AJE43810.1}	(91	residues)																					
A0A0B5FHF8_9DELT	[Geoalkalibacter	subterraneus]	Uncharacterized	protein	{ECO:0000313|EMBL:AJF06808.1}	(87	residues)																						
A0A0B7HB51_9FLAO	[Capnocytophaga	cynodegmi]	Uncharacterized	protein	{ECO:0000313|EMBL:CEN35749.1}	(124	residues)																						
A0A0C1F4N9_9FLAO	[Chryseobacterium	jeonii]	PaaR	repeat-containing	protein	{ECO:0000313|EMBL:KIA88077.1}	(92	residues)																					
A0A0C1LJ21_9BACT	[Flavihumibacter	solisilvae]	Type	VI	secretion	protein	{ECO:0000313|EMBL:KIC95398.1}	(97	residues)																				
A0A0C1Z0N5_9BURK	[Burkholderia	sp.	MR1]	PAAR	repeat-containing	protein	{ECO:0000313|EMBL:KIG02431.1}	(197	residues)																				
A0A0C2BTS6_9BURK	[Noviherbaspirillum	autotrophicum]	PAAR	repeat-containing	protein	{ECO:0000313|EMBL:KIF81431.1}	(89	residues)																					
A0A0C4YCT4_9BURK	[Cupriavidus	basilensis]	Uncharacterized	protein	{ECO:0000313|EMBL:AJG20688.1}	(93	residues)																						
A0A0C4YR47_9BURK	[Cupriavidus	basilensis]	Uncharacterized	protein	{ECO:0000313|EMBL:AJG24464.1}	(85	residues)																						
A0A0C5GMT7_9ACTN	[Streptomyces	cyaneogriseus	subsp.	noncyanogenus]	PAAR	repeat-containing	protein	{ECO:0000313|EMBL:AJP05886.1}	(106	residues)																			
A0A0C5KW01_9SPHN	[Sphingomonas	hengshuiensis]	Type	VI	secretion	protein	{ECO:0000313|EMBL:AJP72405.1}	(99	residues)																				
A0A0D0R8E7_9GAMM	[Lysobacter	sp.	A03]	"NODE_21,"	whole	genome	shotgun	sequence	{ECO:0000313|EMBL:KIQ97829.1}	(87	residues)																		
A0A0D0R9D7_9GAMM	[Lysobacter	sp.	A03]	"NODE_24,"	whole	genome	shotgun	sequence	{ECO:0000313|EMBL:KIQ98149.1}	(400	residues)																		
A0A0D0XB34_9ACTN	[Micromonospora	carbonacea]	Uncharacterized	protein	{ECO:0000313|EMBL:KIR66590.1}	(97	residues)																						
A0A0D1CL89_9RHOB	[Jannaschia	aquimarina]	PAAR	motif	protein	{ECO:0000313|EMBL:KIT15572.1}	(99	residues)																					
A0A0D1EEM1_9RHOB	[Jannaschia	aquimarina]	PAAR	motif	protein	{ECO:0000313|EMBL:KIT14310.1}	(85	residues)																					
A0A0D6B8P6_RHOSU	[Rhodovulum	sulfidophilum	(Rhodobacter	sulfidophilus)]	Paar	domain	protein	{ECO:0000313|EMBL:BAQ71487.1}	(84	residues)																			
A0A0D6B9W6_RHOSU	[Rhodovulum	sulfidophilum	(Rhodobacter	sulfidophilus)]	Uncharacterized	protein	{ECO:0000313|EMBL:BAQ71589.1}	(86	residues)																				
A0A0D6S489_9PSED	[Pseudomonas	sp.	FeS53a]	Superfamily	II	DNA	helicase	{ECO:0000313|EMBL:KIV63352.1}	(90	residues)																			
A0A0D6SLQ5_9PSED	[Pseudomonas	sp.	FeS53a]	Rhs	family	protein	{ECO:0000313|EMBL:KIV69556.1}	(453	residues)																				
A0A0D8CPJ5_9GAMM	[Thalassomonas	actiniarum]	Type	VI	secretion	protein	{ECO:0000313|EMBL:KJE38486.1}	(99	residues)																				
A0A0D8CQ00_9GAMM	[Thalassomonas	actiniarum]	Uncharacterized	protein	{ECO:0000313|EMBL:KJE37662.1}	(99	residues)																						
A0A0D8CR69_9GAMM	[Thalassomonas	actiniarum]	PaaR	repeat-containing	protein	{ECO:0000313|EMBL:KJE39048.1}	(91	residues)																					
A0A0D8D286_9GAMM	[Thalassomonas	actiniarum]	Type	VI	secretion	protein	{ECO:0000313|EMBL:KJE42569.1}	(97	residues)																				
A0A0D8P2F8_9GAMM	[Photobacterium	iliopiscarium]	PAAR	domain-containing	protein	{ECO:0000313|EMBL:PSV99888.1}	(117	residues)																					
A0A0E3FH82_9CAUD	[Synechococcus	phage	ACG-2014i]	Helicase	{ECO:0000313|EMBL:AIX26795.1}	(97	residues)																						
A0A0E3HN94_9CAUD	[Synechococcus	phage	ACG-2014e]	Helicase	{ECO:0000313|EMBL:AIX29757.1}	(98	residues)																						
A0A0E3V6K7_9BACT	[Spirosoma	radiotolerans]	Type	VI	secretion	protein	{ECO:0000313|EMBL:AKD55107.1}	(100	residues)																				
A0A0E3WIA0_9BACL	[Paenibacillus	riograndensis	SBR5]	Uncharacterized	protein	{ECO:0000313|EMBL:CQR56673.1}	(131	residues)																					
A0A0E3ZV17_9BACT	[Spirosoma	radiotolerans]	Uncharacterized	protein	{ECO:0000313|EMBL:AKD55544.1}	(106	residues)																						
A0A0E4A092_9BACT	[Spirosoma	radiotolerans]	Type	VI	secretion	protein	{ECO:0000313|EMBL:AKD58563.1}	(97	residues)																				
A0A0E9LR87_9BACT	[Geofilum	rubicundum	JCM	15548]	Uncharacterized	protein	{ECO:0000313|EMBL:GAO27764.1}	(239	residues)																				
A0A0F0GFZ3_NOCAE	[Lechevalieria	aerocolonigenes	(Nocardia	aerocolonigenes)	(Saccharothrix	aerocolonigenes)]	PaaR	repeat-containing	protein	{ECO:0000313|EMBL:KJK42265.1}	(94	residues)																	
A0A0F0H0Z7_NOCAE	[Lechevalieria	aerocolonigenes	(Nocardia	aerocolonigenes)	(Saccharothrix	aerocolonigenes)]	PAAR	motif	protein	{ECO:0000313|EMBL:KJK49245.1}	(130	residues)																	
A0A0F0HBX6_9ACTN	[Streptomyces	sp.	NRRL	F-4428]	PAAR	repeat-containing	protein	{ECO:0000313|EMBL:KJK53159.1}	(105	residues)																			
A0A0F2J169_9BACT	[Candidatus	Magnetoovum	chiemensis]	Uncharacterized	protein	{ECO:0000313|EMBL:KJR42009.1}	(297	residues)																					
A0A0F2TFK2_STRR3	[Streptomyces	rubellomurinus	(strain	ATCC	31215)]	PaaR	repeat-containing	protein	{ECO:0000313|EMBL:KJS61934.1}	(93	residues)																		
A0A0F4J120_9ACTN	[Streptomyces	sp.	NRRL	S-495]	PAAR	repeat-containing	protein	{ECO:0000313|EMBL:KJY27574.1}	(Fragment)	(69	residues)																		
A0A0F4PT70_9GAMM	[Pseudoalteromonas	ruthenica]	Type	VI	secretion	protein	{ECO:0000313|EMBL:KJZ02305.1}	(97	residues)																				
A0A0F4QD88_9GAMM	[Halomonas	sp.	S2151]	Membrane	protein	{ECO:0000313|EMBL:KJZ05245.1}	(92	residues)																					
A0A0F4QK27_9GAMM	[Pseudoalteromonas	rubra]	Uncharacterized	protein	{ECO:0000313|EMBL:KJZ07976.1}	(103	residues)																						
A0A0F4QKI7_9GAMM	[Marinomonas	sp.	S3726]	PAAR	repeat-containing	protein	{ECO:0000313|EMBL:KJZ07834.1}	(94	residues)																				
A0A0F4R5A8_9GAMM	[Marinomonas	sp.	S3726]	Type	VI	secretion	protein	{ECO:0000313|EMBL:KJZ14725.1}	(96	residues)																			
A0A0F5IZI2_9BACT	[Parabacteroides	gordonii	MS-1]	Uncharacterized	protein	{ECO:0000313|EMBL:KKB50610.1}	(100	residues)																					
A0A0F5JTC4_9BURK	[Robbsia	andropogonis]	Uncharacterized	protein	{ECO:0000313|EMBL:KKB61033.1}	(134	residues)																						
A0A0F5JTF1_9BURK	[Robbsia	andropogonis]	PAAR	motif	family	protein	{ECO:0000313|EMBL:KKB61058.1}	(83	residues)																				
A0A0F5JTJ5_9BURK	[Robbsia	andropogonis]	Uncharacterized	protein	{ECO:0000313|EMBL:KKB60975.1}	(141	residues)																						
A0A0F5K436_9BURK	[Robbsia	andropogonis]	Uncharacterized	protein	{ECO:0000313|EMBL:KKB64896.1}	(94	residues)																						
A0A0F6SGK0_9DELT	[Sandaracinus	amylolyticus]	Uncharacterized	protein	{ECO:0000313|EMBL:AKF08829.1}	(378	residues)																						
A0A0F7PLP4_9RHIZ	[Hoeflea	sp.	IMCC20628]	Uncharacterized	protein	{ECO:0000313|EMBL:AKI00505.1}	(128	residues)																					
A0A0G2ZF66_9DELT	[Archangium	gephyra]	Putative	Zn-binding	protein	involved	in	type	VI	secretion	{ECO:0000313|EMBL:REG30622.1}	(135	residues)																
A0A0G3BGP9_9BURK	[Polyangium]	brachysporum]	PAAR	motif	family	protein	{ECO:0000313|EMBL:AKJ28507.1}	(54	residues)																				
A0A0G3BNC9_9BURK	[Polyangium]	brachysporum]	Uncharacterized	protein	{ECO:0000313|EMBL:AKJ28856.1}	(190	residues)																						
A0A0G3BPP7_9BURK	[Polyangium]	brachysporum]	PAAR	repeat-containing	protein	{ECO:0000313|EMBL:AKJ28545.1}	(89	residues)																					
A0A0G3CSL9_9GAMM	[Pragia	fontium]	Uncharacterized	conserved	protein	{ECO:0000313|EMBL:SUB82352.1}	(88	residues)																					
A0A0G3CTD3_9GAMM	[Pragia	fontium]	Uncharacterized	protein	{ECO:0000313|EMBL:AKJ43183.1}	(88	residues)																						
A0A0G4JY42_9GAMM	[Brenneria	goodwinii]	Uncharacterized	protein	{ECO:0000313|EMBL:CPR18732.1}	(88	residues)																						
A0A0G4K230_9GAMM	[Brenneria	goodwinii]	Uncharacterized	protein	{ECO:0000313|EMBL:CPR21188.1}	(88	residues)																						
A0A0H3GMD1_KLEPH	[Klebsiella	pneumoniae	subsp.	pneumoniae	(strain	HS11286)]	PaaR	repeat-containing	protein	{ECO:0000313|EMBL:AEW61010.1}	(85	residues)																	
A0A0H3GPS0_KLEPH	[Klebsiella	pneumoniae	subsp.	pneumoniae	(strain	HS11286)]	Uncharacterized	protein	{ECO:0000313|EMBL:AEW61950.1}	(88	residues)																		
A0A0H3KFZ8_BURM1	[Burkholderia	multivorans	(strain	ATCC	17616	/	249)]	Uncharacterized	protein	{ECO:0000313|EMBL:BAG43969.1}	(135	residues)																	
A0A0H3KHC5_BURM1	[Burkholderia	multivorans	(strain	ATCC	17616	/	249)]	Putative	bacteriophage	gp29	protein	{ECO:0000313|EMBL:BAG44507.1}	(173	residues)															
A0A0H3KKZ6_BURM1	[Burkholderia	multivorans	(strain	ATCC	17616	/	249)]	Putative	membrane	protein	{ECO:0000313|EMBL:BAG42611.1}	(83	residues)																
A0A0H3KNU9_BURM1	[Burkholderia	multivorans	(strain	ATCC	17616	/	249)]	Uncharacterized	protein	{ECO:0000313|EMBL:BAG46743.1}	(94	residues)																	
A0A0H3KNW3_BURM1	[Burkholderia	multivorans	(strain	ATCC	17616	/	249)]	Uncharacterized	protein	{ECO:0000313|EMBL:BAG46981.1}	(193	residues)																	
